"test5","test1","test2","test1","1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Female","84.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Male","89.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Less than high school","79.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","High school graduate","83.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","At least some college","88.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Persons aged 18 to 44 years (not age adjusted)","94.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Persons aged 45 to 64 years (not age adjusted)","92.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","Persons aged 65 to 74 years (not age adjusted)","95.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Nevada","adjusted)","96.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","American Indian or Alaska Native only","90.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Native Hawaiian or Other Pacific Islander only","56.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Black or African American only","78.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","White only","82.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","2 or more races","72.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","American Indian or Alaska Native; White","70.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Black or African American; White","36.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Hispanic or Latino","67.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Not Hispanic or Latino","82.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Black or African American only, not Hisp/Latino","78.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","White only, not Hispanic or Latino","82.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Female","82.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Male","82.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Less than high school","85.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","High school graduate","78.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","At least some college","86.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Persons aged 18 to 44 years (not age adjusted)","95.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Persons aged 45 to 64 years (not age adjusted)","95.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","Persons aged 65 to 74 years (not age adjusted)","97.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Hampshire","adjusted)","95.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","American Indian or Alaska Native only","94.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Asian only","94.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Native Hawaiian or Other Pacific Islander only","91.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Black or African American only","85.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","White only","86.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","2 or more races","73.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","American Indian or Alaska Native; White","66.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Black or African American; White","73.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Hispanic or Latino","81.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Not Hispanic or Latino","86.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Black or African American only, not Hisp/Latino","85"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","White only, not Hispanic or Latino","86.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Female","87.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Male","82.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Less than high school","79.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","High school graduate","83.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","At least some college","86.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Persons aged 18 to 44 years (not age adjusted)","95.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Persons aged 45 to 64 years (not age adjusted)","93.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","Persons aged 65 to 74 years (not age adjusted)","95.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Jersey","adjusted)","95"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","American Indian or Alaska Native only","83.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Native Hawaiian or Other Pacific Islander only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Black or African American only","84.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","White only","85.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","2 or more races","67"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","American Indian or Alaska Native; White","67.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Black or African American; White","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Hispanic or Latino","82.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Not Hispanic or Latino","89"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Black or African American only, not Hisp/Latino","91.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","White only, not Hispanic or Latino","88.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Female","87.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Male","84.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Less than high school","83.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","High school graduate","89.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","At least some college","89.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Persons aged 18 to 44 years (not age adjusted)","96.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Persons aged 45 to 64 years (not age adjusted)","94.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","Persons aged 65 to 74 years (not age adjusted)","96.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New Mexico","adjusted)","95.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","American Indian or Alaska Native only","91.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Asian only","82.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Native Hawaiian or Other Pacific Islander only","0"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Black or African American only","85"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","White only","84.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","2 or more races","97"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","American Indian or Alaska Native; White","94.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Black or African American; White","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Hispanic or Latino","78.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Not Hispanic or Latino","86.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Black or African American only, not Hisp/Latino","83.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","White only, not Hispanic or Latino","86.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Female","84.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Male","85.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Less than high school","76.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","High school graduate","84.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","At least some college","89.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Persons aged 18 to 44 years (not age adjusted)","95.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Persons aged 45 to 64 years (not age adjusted)","94.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","Persons aged 65 to 74 years (not age adjusted)","96.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","New York","adjusted)","95.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","American Indian or Alaska Native only","77.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Asian only","83"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Native Hawaiian or Other Pacific Islander only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Black or African American only","87.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","White only","86.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","2 or more races","69.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","American Indian or Alaska Native; White","67.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Black or African American; White","25.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Hispanic or Latino","91.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Not Hispanic or Latino","86.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Black or African American only, not Hisp/Latino","87.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","White only, not Hispanic or Latino","87.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Female","88.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Male","84.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Less than high school","75.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","High school graduate","86.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","At least some college","88.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Persons aged 18 to 44 years (not age adjusted)","95.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Persons aged 45 to 64 years (not age adjusted)","94.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","Persons aged 65 to 74 years (not age adjusted)","96.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Carolina","adjusted)","96.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","American Indian or Alaska Native only","98.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Native Hawaiian or Other Pacific Islander only","48.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Black or African American only","0"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","White only","89.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","2 or more races","75.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","American Indian or Alaska Native; White","79"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Hispanic or Latino","97.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Not Hispanic or Latino","88.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Black or African American only, not Hisp/Latino","0"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","White only, not Hispanic or Latino","89.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Female","91"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Male","85.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Less than high school","71.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","High school graduate","93.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","At least some college","88.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Persons aged 18 to 44 years (not age adjusted)","95.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Persons aged 45 to 64 years (not age adjusted)","96.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","Persons aged 65 to 74 years (not age adjusted)","97.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","North Dakota","adjusted)","97.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","American Indian or Alaska Native only","51.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Black or African American only","80.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","White only","85.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","2 or more races","66.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","American Indian or Alaska Native; White","53.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Black or African American; White","76.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Hispanic or Latino","78.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Not Hispanic or Latino","84.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Black or African American only, not Hisp/Latino","80.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","White only, not Hispanic or Latino","85.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Female","83.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Male","84.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Less than high school","85.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","High school graduate","86.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","At least some college","88.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Persons aged 18 to 44 years (not age adjusted)","94.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Persons aged 45 to 64 years (not age adjusted)","94.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","Persons aged 65 to 74 years (not age adjusted)","97.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Ohio","adjusted)","97.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","American Indian or Alaska Native only","89.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Native Hawaiian or Other Pacific Islander only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Black or African American only","90.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","White only","85.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","2 or more races","85.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","American Indian or Alaska Native; White","85.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Black or African American; White","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Hispanic or Latino","92.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Not Hispanic or Latino","86.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Black or African American only, not Hisp/Latino","90.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","White only, not Hispanic or Latino","85.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Female","85.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Male","87.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Less than high school","83"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","High school graduate","86"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","At least some college","86.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Persons aged 18 to 44 years (not age adjusted)","94.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Persons aged 45 to 64 years (not age adjusted)","92.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","Persons aged 65 to 74 years (not age adjusted)","96.6"
